MarkerId,MarkerNumber,Title,Subtitle,Annotation,YearErected,ErectedBy,Latitude,Longitued,StreetAddress,City,County,State,Location,Missing,Link
185626,,Republic F-105D,,,,Pima Air & Space Museum,32.13915,-110.86696,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185626
185627,,Grumman OV-IC,,,,Pima Air & Space Museum,32.13894,-110.86705,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185627
185630,,Westland HMA.8,,,,Pima Air & Space Museum,32.1388,-110.86727,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185630
185638,,Piper U-11A (PA-23),,,,Pima Air & Space Museum,32.13854,-110.86699,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185638
185639,,Cessna U-3A (310),,,,Pima Air & Space Museum,32.13845,-110.86704,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185639
185640,,Budd RB-1,,,,Pima Air & Space Museum,32.13839,-110.86717,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185640
185641,130,Northrop YC-125A,,,,Pima Air & Space Museum,32.13832,-110.86739,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185641
185643,,Martin 404,,,,Pima Air & Space Museum,32.13826,-110.86761,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185643
185644,,Vickers Model 744,,,,Pima Air & Space Museum,32.13817,-110.86797,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185644
185645,,Sud Aviation Caravelle,,,,Pima Air & Space Museum,32.13823,-110.86836,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185645
185647,176,Sikorsky JRS-1 (S-43),,,,Pima Air & Space Museum,32.13842,-110.86841,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185647
185676,,Beechcraft Model 2000A,,,,Pima Air & Space Museum,32.1382,-110.86859,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185676
185677,15,Lockheed L-049,,,,Pima Air & Space Museum,32.13874,-110.86846,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185677
185678,,Lockheed C-141B,,,,Pima Air & Space Museum,32.13867,-110.86912,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185678
185679,,Douglas C-54D,,,,Pima Air & Space Museum,32.13884,-110.86966,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185679
185680,,Douglas B-26K,,,,Pima Air & Space Museum,32.13908,-110.86965,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185680
185681,,Lockheed/Vega PV-2,,,,Pima Air & Space Museum,32.13917,-110.86989,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185681
185682,,Lockheed C-130A,,,,Pima Air & Space Museum,32.13906,-110.87018,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185682
185683,,Grumman HU-16A,,,,Pima Air & Space Museum,32.13929,-110.87015,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185683
185684,,Ryan AQM-34L,,,,Pima Air & Space Museum,32.13918,-110.87038,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185684
185685,,Beechcraft UC-45J,,,,Pima Air & Space Museum,32.13935,-110.87033,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185685
185686,,Lockheed C-130D,,,,Pima Air & Space Museum,32.13921,-110.87054,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185686
185687,,Convair T-29B,,,,Pima Air & Space Museum,32.13952,-110.87045,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185687
185688,,North American CT-39A,,,,Pima Air & Space Museum,32.13928,-110.87081,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185688
185692,,Convair C-131 (R4Y-1),,,,Pima Air & Space Museum,32.13961,-110.87077,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185692
185695,,Douglas C-133B,,,,Pima Air & Space Museum,32.13946,-110.87101,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185695
185726,,Douglas C-117D (R4D-8),,,,Pima Air & Space Museum,32.13967,-110.87119,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185726
185727,,Fairchild C-123B,,,,Pima Air & Space Museum,32.13987,-110.87105,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185727
185733,,Douglas C-124 Globemaster,,,,Pima Air & Space Museum,32.13996,-110.8714,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185733
185735,,Lockheed AP-2H Neptune,,,,Pima Air & Space Museum,32.14017,-110.87115,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185735
185736,,Boeing C-97G,,,,Pima Air & Space Museum,32.14032,-110.8714,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185736
185737,,Grumman S2F-1S1(S-2F),,,,Pima Air & Space Museum,32.14039,-110.87118,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185737
185738,,Grumman E-1,,,,Pima Air & Space Museum,32.14061,-110.87108,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185738
185740,,Boeing KC-97G,,,,Pima Air & Space Museum,32.14075,-110.87143,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185740
185741,,Boeing KB-50 J,,,,Pima Air & Space Museum,32.14102,-110.87148,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185741
185742,,Boeing EC-135J,,,,Pima Air & Space Museum,32.14097,-110.87102,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185742
185743,,Fairey AEW.3,,,,Pima Air & Space Museum,32.14075,-110.87093,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185743
185744,,Douglas EA-IF,,,,Pima Air & Space Museum,32.1408,-110.87072,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185744
185746,,Boeing EB-47E,,,,Pima Air & Space Museum,32.14104,-110.87055,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185746
185749,,Avro AEW.Mk.2,,,,Pima Air & Space Museum,32.14077,-110.8704,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185749
185752,,Lockheed EC-121T,,,,Pima Air & Space Museum,32.14063,-110.86995,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185752
185802,,Fokker C-31A,,,,Pima Air & Space Museum,32.14028,-110.86969,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185802
185803,,Aero Spacelines B-377SG,,,,Pima Air & Space Museum,32.13997,-110.8703,6000 East Valencia Road,Tucson,Pima County,Arizona,Marker can be reached from East Valencia Road. ,,http://www.hmdb.org/m.asp?m=185803
185804,,Lockheed VP-3A Orion,,,,Pima Air & Space Museum,32.13992,-110.86993,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185804
185805,,Sikorsky VH-34C,,,,Pima Air & Space Museum,32.13981,-110.8697,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185805
185806,,"C-121A ""Columbine 1""",,,,Pima Air & Space Museum,32.14001,-110.86967,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185806
185807,,Lockheed VC-121A,,,,Pima Air & Space Museum,32.14003,-110.86966,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185807
185809,,Douglas C-9B,,,,Pima Air & Space Museum,32.13971,-110.86961,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185809
185813,282,Boeing VC-137B,,,,Pima Air & Space Museum,32.13955,-110.86931,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185813
185817,,Douglas VC-118A,,,,Pima Air & Space Museum,32.13924,-110.869,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185817
185818,,Beechcraft AT-7,,,,Pima Air & Space Museum,32.1389,-110.86819,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185818
185821,,Beechcraft UC-45J,,,,Pima Air & Space Museum,32.1387,-110.86806,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185821
185823,,Mikoyan-Gurevich MiG-23 MLD,,,,Pima Air & Space Museum,32.13883,-110.86785,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185823
185824,,Panavia Tornado IDS,,,,Pima Air & Space Museum,32.13885,-110.86767,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185824
185825,,General Dynamics F-111E,,,,Pima Air & Space Museum,32.13891,-110.86754,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185825
185827,,McDonnell F-101B,,,,Pima Air & Space Museum,32.13901,-110.86733,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185827
185873,,Convair F-102A,,,,Pima Air & Space Museum,32.13929,-110.86711,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185873
185879,,North American F-100C,,,,Pima Air & Space Museum,32.13926,-110.86727,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185879
185882,,Lockheed P-80B (F-80C),,,,Pima Air & Space Museum,32.13919,-110.86743,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185882
185884,173,Republic F-84C,,,,Pima Air & Space Museum,32.13914,-110.86757,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185884
185885,,Republic F-84F,,,,Pima Air & Space Museum,32.13911,-110.86774,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185885
185892,,General Dynamics F-16A Fighting Falcon,,,,Pima Air & Space Museum,32.13906,-110.86789,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185892
185893,,Lockheed T-33A,,,,Pima Air & Space Museum,32.13908,-110.86809,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185893
185894,,Boeing 737-300,,,,Pima Air & Space Museum,32.13925,-110.86835,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185894
185896,,North American F-86H,,,,Pima Air & Space Museum,32.13926,-110.86789,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185896
185898,,North American F-86L,,,,Pima Air & Space Museum,32.13931,-110.86773,6000 East Valencia Road,Tucson,Pima County,Arizona,"Marker can be reached from East Valencia Road, 0.3 miles west of South Wilmot Road. ",,http://www.hmdb.org/m.asp?m=185898
